AnnotationSetName	AnnotationSetVersion	AnnotationSetType	AnnotationSetFields	CreationDate	Build	AnnotationSetSize	Info
hg19_UCSC_wgEncodeUwHistoneWerirb1H3k04me3StdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 12:21:22	hg19	63210	  Number of Instances: AutoScaling ExecutionTime (msec): 312464
hg19_UCSC_wgEncodeAwgTfbsSydhHepg2Pol2ForsklnUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 02:20:59	hg19	22928	  Number of Instances: AutoScaling ExecutionTime (msec): 297654
hg19_UCSC_wgEncodeOpenChromDnaseFibropag20443Pk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 21:06:58	hg19	130254	  Number of Instances: AutoScaling ExecutionTime (msec): 319697
hg19_UCSC_wgEncodeAwgTfbsHaibT47dEralphaaPcr2xGen1hUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 00:53:10	hg19	10547	  Number of Instances: AutoScaling ExecutionTime (msec): 311118
hg19_UCSC_wgEncodeUwHistoneNhdfneoH3k4me3StdPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 11:51:58	hg19	65838	  Number of Instances: AutoScaling ExecutionTime (msec): 319225
hg19_UCSC_wgEncodeUwDnaseAg09319PkRep1V2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 05:21:00	hg19	141216	  Number of Instances: AutoScaling ExecutionTime (msec): 244869
hg19_UCSC_wgEncodeAwgTfbsSydhHelas3Rpc155UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 02:03:18	hg19	2668	  Number of Instances: AutoScaling ExecutionTime (msec): 376662
hg19_UCSC_wgEncodeAwgTfbsSydhRajiPol2UcdUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 03:31:28	hg19	19732	  Number of Instances: AutoScaling ExecutionTime (msec): 324948
hg19_UCSC_wgEncodeSydhTfbsHelas3Ap2gammaStdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 00:35:30	hg19	10758	  Number of Instances: AutoScaling ExecutionTime (msec): 314582
hg19_UCSC_wgEncodeSydhTfbsK562Rfx5IggrabPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 02:03:21	hg19	41219	  Number of Instances: AutoScaling ExecutionTime (msec): 242124
hg19_UCSC_wgEncodeAwgTfbsBroadK562Hdac2a300705aUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/08 22:51:45	hg19	5247	  Number of Instances: AutoScaling ExecutionTime (msec): 290393
hg19_UCSC_wgEncodeAwgTfbsSydhHelas3Corestsc30189IggrabUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:50:01	hg19	16322	  Number of Instances: AutoScaling ExecutionTime (msec): 300617
hg19_UCSC_wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:42:03	hg19	8961	  Number of Instances: AutoScaling ExecutionTime (msec): 302434
hg19_UCSC_wgEncodeSydhTfbsH1hescCtbp2UcdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 00:23:50	hg19	12693	  Number of Instances: AutoScaling ExecutionTime (msec): 304128
hg19_UCSC_wgEncodeUwDnaseGm12864PkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 05:44:40	hg19	137656	  Number of Instances: AutoScaling ExecutionTime (msec): 254379
hg19_UCSC_wgEncodeUwDnaseHl60PkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 06:39:30	hg19	143042	  Number of Instances: AutoScaling ExecutionTime (msec): 302084
hg19_UCSC_wgEncodeSydhTfbsHepg2Chd2ab68301IggrabPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 01:05:58	hg19	32357	  Number of Instances: AutoScaling ExecutionTime (msec): 311012
hg19_UCSC_wgEncodeSydhTfbsShsy5yGata2UcdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 02:34:19	hg19	50736	  Number of Instances: AutoScaling ExecutionTime (msec): 299369
hg19_UCSC_wgEncodeAwgTfbsUwBe2cCtcfUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 04:01:23	hg19	54655	  Number of Instances: AutoScaling ExecutionTime (msec): 318511
hg19_UCSC_wgEncodeUwHistoneH7esH3k36me3StdDiffa14dPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 10:13:20	hg19	91055	  Number of Instances: AutoScaling ExecutionTime (msec): 314058
hg19_UCSC_wgEncodeUwDnaseLhcnm2PkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 07:52:52	hg19	195020	  Number of Instances: AutoScaling ExecutionTime (msec): 320491
hg19_UCSC_wgEncodeOpenChromDnaseCd20ro01794Pk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 20:59:25	hg19	116032	  Number of Instances: AutoScaling ExecutionTime (msec): 316861
hg19_UCSC_wgEncodeUwDnaseHct116PkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 06:23:08	hg19	114060	  Number of Instances: AutoScaling ExecutionTime (msec): 311437
hg19_UCSC_wgEncodeUwTfbsGm06990CtcfStdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 13:03:24	hg19	61944	  Number of Instances: AutoScaling ExecutionTime (msec): 312064
hg19_UCSC_wgEncodeAwgTfbsUwK562CtcfUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 04:19:03	hg19	43247	  Number of Instances: AutoScaling ExecutionTime (msec): 356473
hg19_UCSC_wgEncodeSydhTfbsHelas3Brca1a300IggrabPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 00:37:07	hg19	32219	  Number of Instances: AutoScaling ExecutionTime (msec): 290579
hg19_UCSC_wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 00:40:22	hg19	18521	  Number of Instances: AutoScaling ExecutionTime (msec): 324148
hg19_UCSC_wgEncodeUwDnaseLncapPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 07:54:29	hg19	193379	  Number of Instances: AutoScaling ExecutionTime (msec): 297193
hg19_UCSC_wgEncodeUwTfbsHbmecCtcfStdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 13:28:33	hg19	96112	  Number of Instances: AutoScaling ExecutionTime (msec): 319879
hg19_UCSC_wgEncodeAwgTfbsSydhHek293Kap1UcdUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:40:51	hg19	19774	  Number of Instances: AutoScaling ExecutionTime (msec): 289437
hg19_UCSC_wgEncodeUwDnaseH1hescPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 05:50:12	hg19	150729	  Number of Instances: AutoScaling ExecutionTime (msec): 285259
hg19_UCSC_wgEncodeAwgTfbsSydhGm12878P300bUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:11:18	hg19	6189	  Number of Instances: AutoScaling ExecutionTime (msec): 319512
hg19_UCSC_wgEncodeAwgTfbsHaibGm12878Pmlsc71910V0422111UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/08 23:29:50	hg19	16678	  Number of Instances: AutoScaling ExecutionTime (msec): 293009
hg19_UCSC_wgEncodeAwgTfbsSydhK562CjunUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 02:40:24	hg19	9848	  Number of Instances: AutoScaling ExecutionTime (msec): 292569
hg19_UCSC_wgEncodeSydhHistoneK562H3k4me3bUcdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 23:28:26	hg19	18662	  Number of Instances: AutoScaling ExecutionTime (msec): 312327
hg19_UCSC_wgEncodeUwDgfAoafPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 04:21:41	hg19	241047	  Number of Instances: AutoScaling ExecutionTime (msec): 315572
hg19_UCSC_wgEncodeOpenChromChipA549Pol2PkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 20:29:37	hg19	76910	  Number of Instances: AutoScaling ExecutionTime (msec): 299829
hg19_UCSC_wgEncodeUwDgfHvmfPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 04:51:44	hg19	258347	  Number of Instances: AutoScaling ExecutionTime (msec): 319388
hg19_UCSC_wgEncodeSydhTfbsK562NfybStdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 01:57:06	hg19	17572	  Number of Instances: AutoScaling ExecutionTime (msec): 288048
hg19_UCSC_wgEncodeUwDgfHcpePkV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 04:33:46	hg19	289387	  Number of Instances: AutoScaling ExecutionTime (msec): 322482
hg19_UCSC_wgEncodeAwgTfbsSydhHelas3Chd2IggrabUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:49:24	hg19	20500	  Number of Instances: AutoScaling ExecutionTime (msec): 352171
hg19_UCSC_wgEncodeUwDnaseMscPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 08:07:43	hg19	179081	  Number of Instances: AutoScaling ExecutionTime (msec): 312673
hg19_UCSC_wgEncodeAwgTfbsHaibA549Usf1V0422111Etoh02UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/08 23:12:46	hg19	8004	  Number of Instances: AutoScaling ExecutionTime (msec): 289897
hg19_UCSC_wgEncodeUwDnaseHpfPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 07:08:51	hg19	165439	  Number of Instances: AutoScaling ExecutionTime (msec): 320774
hg19_UCSC_wgEncodeAwgDnaseDukePhteUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/08 21:41:48	hg19	272612	  Number of Instances: AutoScaling ExecutionTime (msec): 264367
hg19_UCSC_wgEncodeAwgTfbsSydhHepg2Mazab85725IggrabUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 02:19:07	hg19	12090	  Number of Instances: AutoScaling ExecutionTime (msec): 334352
hg19_UCSC_wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 09:54:06	hg19	64305	  Number of Instances: AutoScaling ExecutionTime (msec): 242925
hg19_UCSC_wgEncodeUwTfbsGm12873CtcfStdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 13:16:06	hg19	64040	  Number of Instances: AutoScaling ExecutionTime (msec): 324780
hg19_UCSC_wgEncodeSydhTfbsHepg2Srebp2PravastStdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 01:19:18	hg19	103	  Number of Instances: AutoScaling ExecutionTime (msec): 300813
hg19_UCSC_wgEncodeAwgTfbsUwGm12878CtcfUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 04:07:31	hg19	40122	  Number of Instances: AutoScaling ExecutionTime (msec): 354851
hg19_UCSC_wgEncodeAwgTfbsHaibEcc1Foxa1sc6553V0416102Dm002p1hUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/08 23:16:46	hg19	5892	  Number of Instances: AutoScaling ExecutionTime (msec): 318753
hg19_UCSC_wgEncodeUwHistoneCaco2H3k4me3StdPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 09:31:41	hg19	55094	  Number of Instances: AutoScaling ExecutionTime (msec): 307806
hg19_UCSC_wgEncodeAwgTfbsSydhK562CmycIfna30UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 02:40:55	hg19	7746	  Number of Instances: AutoScaling ExecutionTime (msec): 292983
hg19_UCSC_wgEncodeUwDnaseMcf7PkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 08:02:40	hg19	173277	  Number of Instances: AutoScaling ExecutionTime (msec): 308618
hg19_UCSC_wgEncodeUwDgfCd20ro01778Pk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 04:22:39	hg19	146294	  Number of Instances: AutoScaling ExecutionTime (msec): 314402
hg19_UCSC_wgEncodeUwDnaseHnpcePkRep2V2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 07:01:54	hg19	173420	  Number of Instances: AutoScaling ExecutionTime (msec): 325579
hg19_UCSC_wgEncodeAwgDnaseUwAg04449UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/08 21:46:53	hg19	166257	  Number of Instances: AutoScaling ExecutionTime (msec): 295206
hg19_UCSC_wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 00:09:57	hg19	20384	  Number of Instances: AutoScaling ExecutionTime (msec): 299356
hg19_UCSC_wgEncodeSydhTfbsImr90Mazab85725IggrabPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 01:27:26	hg19	19327	  Number of Instances: AutoScaling ExecutionTime (msec): 308791
hg19_UCSC_wgEncodeUwDnaseGm12865PkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 05:47:52	hg19	149310	  Number of Instances: AutoScaling ExecutionTime (msec): 326536
hg19_UCSC_wgEncodeUwDnaseHgfPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 06:35:45	hg19	143632	  Number of Instances: AutoScaling ExecutionTime (msec): 316767
hg19_UCSC_wgEncodeSydhTfbsK562Bdp1StdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 01:30:46	hg19	340	  Number of Instances: AutoScaling ExecutionTime (msec): 237488
hg19_UCSC_wgEncodeUwHistoneHreH3k36me3StdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 11:12:08	hg19	9860	  Number of Instances: AutoScaling ExecutionTime (msec): 301909
hg19_UCSC_wgEncodeSydhTfbsK562Stat1Ifna6hStdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 02:07:14	hg19	344	  Number of Instances: AutoScaling ExecutionTime (msec): 263876
hg19_UCSC_wgEncodeAwgTfbsHaibK562Cbx3sc101004V0422111UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 00:23:02	hg19	20723	  Number of Instances: AutoScaling ExecutionTime (msec): 243028
hg19_UCSC_wgEncodeOpenChromDnaseEcc1Dm002p1hPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 21:02:32	hg19	106318	  Number of Instances: AutoScaling ExecutionTime (msec): 322720
hg19_UCSC_wgEncodeAwgTfbsSydhH1hescMafkIggrabUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:34:46	hg19	11425	  Number of Instances: AutoScaling ExecutionTime (msec): 345547
hg19_UCSC_wgEncodeUwHistoneH7esH3k27me3StdPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 10:11:59	hg19	64696	  Number of Instances: AutoScaling ExecutionTime (msec): 322995
hg19_UCSC_wgEncodeUwTfbsHpafCtcfStdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 13:52:24	hg19	76255	  Number of Instances: AutoScaling ExecutionTime (msec): 250454
hg19_UCSC_wgEncodeUwTfbsHcpeCtcfStdPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 13:33:55	hg19	74733	  Number of Instances: AutoScaling ExecutionTime (msec): 311896
hg19_UCSC_wgEncodeUwTfbsHvmfCtcfStdPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 14:03:46	hg19	59004	  Number of Instances: AutoScaling ExecutionTime (msec): 303597
hg19_UCSC_wgEncodeAwgTfbsSydhGm15510NfkbTnfaIggrabUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:23:12	hg19	12803	  Number of Instances: AutoScaling ExecutionTime (msec): 311587
hg19_UCSC_wgEncodeAwgTfbsSydhK562Pol2Ifng6hUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 03:00:30	hg19	16522	  Number of Instances: AutoScaling ExecutionTime (msec): 327426
hg19_UCSC_wgEncodeOpenChromChipMcf7CmycEstroPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 20:47:04	hg19	24587	  Number of Instances: AutoScaling ExecutionTime (msec): 264561
hg19_UCSC_wgEncodeUwHistoneK562H3k4me3StdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 11:42:33	hg19	58775	  Number of Instances: AutoScaling ExecutionTime (msec): 324053
hg19_UCSC_wgEncodeAwgTfbsSydhK562CmycIggrabUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 02:42:54	hg19	24153	  Number of Instances: AutoScaling ExecutionTime (msec): 291835
hg19_UCSC_wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 00:39:27	hg19	12137	  Number of Instances: AutoScaling ExecutionTime (msec): 298770
hg19_UCSC_wgEncodeSydhHistoneNt2d1H3k09me3UcdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 23:33:15	hg19	86006	  Number of Instances: AutoScaling ExecutionTime (msec): 302363
hg19_UCSC_wgEncodeUwTfbsHcpeCtcfStdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 13:32:28	hg19	95018	  Number of Instances: AutoScaling ExecutionTime (msec): 255600
hg19_UCSC_wgEncodeAwgTfbsUtaHuvecPol2UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 03:48:19	hg19	17190	  Number of Instances: AutoScaling ExecutionTime (msec): 315205
hg19_UCSC_wgEncodeAwgTfbsSydhH1hescCmycIggrabUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:32:50	hg19	4551	  Number of Instances: AutoScaling ExecutionTime (msec): 349022
hg19_UCSC_wgEncodeAwgTfbsUwHmfCtcfUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 04:14:53	hg19	54171	  Number of Instances: AutoScaling ExecutionTime (msec): 317213
hg19_UCSC_wgEncodeUwTfbsGm12872CtcfStdPkRep3	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 13:13:08	hg19	71018	  Number of Instances: AutoScaling ExecutionTime (msec): 265884
hg19_UCSC_wgEncodeUwDnaseK562Znf4c50c4PkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 07:34:47	hg19	150793	  Number of Instances: AutoScaling ExecutionTime (msec): 317010
hg19_UCSC_wgEncodeUwTfbsAg10803CtcfStdPkRep2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 12:53:37	hg19	68152	  Number of Instances: AutoScaling ExecutionTime (msec): 297278
hg19_UCSC_wgEncodeSydhHistoneMcf7H3k27acUcdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 23:31:38	hg19	23170	  Number of Instances: AutoScaling ExecutionTime (msec): 295102
hg19_UCSC_wgEncodeUwDgfNhdfadPkV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 04:58:56	hg19	284854	  Number of Instances: AutoScaling ExecutionTime (msec): 331323
hg19_UCSC_wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 00:06:15	hg19	55778	  Number of Instances: AutoScaling ExecutionTime (msec): 344779
hg19_UCSC_wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 02:01:49	hg19	19284	  Number of Instances: AutoScaling ExecutionTime (msec): 317981
hg19_UCSC_wgEncodeAwgTfbsHaibH1hescNanogsc33759V0416102UniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/08 23:49:53	hg19	5473	  Number of Instances: AutoScaling ExecutionTime (msec): 295948
hg19_UCSC_wgEncodeAwgTfbsUchicagoK562EjunbUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 03:35:50	hg19	12287	  Number of Instances: AutoScaling ExecutionTime (msec): 345139
hg19_UCSC_wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 09:57:08	hg19	71745	  Number of Instances: AutoScaling ExecutionTime (msec): 303843
hg19_UCSC_wgEncodeOpenChromFaireUrotsaUt189Pk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 22:04:30	hg19	186766	  Number of Instances: AutoScaling ExecutionTime (msec): 260743
hg19_UCSC_wgEncodeAwgTfbsSydhK562TbpIggmusUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 03:10:55	hg19	17558	  Number of Instances: AutoScaling ExecutionTime (msec): 290818
hg19_UCSC_wgEncodeUwHistoneK562H3k04me3StdZnf4c50c4PkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 11:30:22	hg19	63607	  Number of Instances: AutoScaling ExecutionTime (msec): 313723
hg19_UCSC_wgEncodeUwHistoneHepg2H3k4me3StdPkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 10:54:03	hg19	64436	  Number of Instances: AutoScaling ExecutionTime (msec): 297638
hg19_UCSC_wgEncodeAwgTfbsSydhGm12878TbpIggmusUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 01:17:00	hg19	14893	  Number of Instances: AutoScaling ExecutionTime (msec): 300015
hg19_UCSC_wgEncodeOpenChromDnaseGcbcellPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 21:06:53	hg19	89297	  Number of Instances: AutoScaling ExecutionTime (msec): 254843
hg19_UCSC_wgEncodeUwDnaseTregwb83319432PkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 08:52:44	hg19	160238	  Number of Instances: AutoScaling ExecutionTime (msec): 251473
hg19_UCSC_wgEncodeSydhTfbsK562CmycIfng30StdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 01:41:04	hg19	37046	  Number of Instances: AutoScaling ExecutionTime (msec): 316350
hg19_UCSC_wgEncodeAwgTfbsSydhHepg2Pgc1aForsklnUniPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/09 02:20:31	hg19	1308	  Number of Instances: AutoScaling ExecutionTime (msec): 298510
hg19_UCSC_wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 02:19:14	hg19	135436	  Number of Instances: AutoScaling ExecutionTime (msec): 295180
hg19_UCSC_wgEncodeUwDnaseCd4naivewb11970640PkRep1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,signalValue,pValue,qValue,peak	2018/03/10 05:36:39	hg19	82384	  Number of Instances: AutoScaling ExecutionTime (msec): 313013
